Date,Month,Route,Actual,Predicted,Day,Year
19,2,900.0,Mechanical,Mechanical,Sunday,2023
19,2,42.0,Operations - Operator,Operations - Operator,Sunday,2023
19,2,16.0,Collision - TTC,Security,Sunday,2023
19,2,53.0,Diversion,Operations - Operator,Sunday,2023
19,2,97.0,General Delay,Diversion,Sunday,2023
19,2,37.0,Vision,Mechanical,Sunday,2023
19,2,90.0,General Delay,Operations - Operator,Sunday,2023
19,2,90.0,General Delay,Operations - Operator,Sunday,2023
19,2,32.0,Mechanical,Mechanical,Sunday,2023
19,2,124.0,Operations - Operator,Mechanical,Sunday,2023
19,2,52.0,Security,Mechanical,Sunday,2023
19,2,41.0,Emergency Services,Mechanical,Sunday,2023
19,2,108.0,Mechanical,Mechanical,Sunday,2023
19,2,55.0,Operations - Operator,Mechanical,Sunday,2023
19,2,86.0,Diversion,Diversion,Sunday,2023
19,2,116.0,Diversion,Diversion,Sunday,2023
19,2,66.0,Emergency Services,Mechanical,Sunday,2023
19,2,54.0,Emergency Services,Mechanical,Sunday,2023
19,2,32.0,Cleaning - Unsanitary,Operations - Operator,Sunday,2023
19,2,62.0,Mechanical,Operations - Operator,Sunday,2023
20,2,116.0,Mechanical,Mechanical,Monday,2023
20,2,300.0,Security,Security,Monday,2023
20,2,395.0,Security,Mechanical,Monday,2023
20,2,105.0,Operations - Operator,Mechanical,Monday,2023
20,2,47.0,Mechanical,Mechanical,Monday,2023
20,2,39.0,Security,Security,Monday,2023
20,2,35.0,Mechanical,Mechanical,Monday,2023
20,2,96.0,Mechanical,Mechanical,Monday,2023
20,2,165.0,General Delay,Mechanical,Monday,2023
20,2,130.0,Mechanical,Mechanical,Monday,2023
20,2,9.0,Mechanical,Mechanical,Monday,2023
20,2,57.0,Mechanical,Mechanical,Monday,2023
20,2,34.0,Security,Mechanical,Monday,2023
20,2,935.0,Mechanical,Mechanical,Monday,2023
20,2,95.0,Emergency Services,Mechanical,Monday,2023
20,2,11.0,Cleaning - Unsanitary,Mechanical,Monday,2023
20,2,97.0,Emergency Services,Mechanical,Monday,2023
20,2,95.0,Emergency Services,Mechanical,Monday,2023
20,2,70.0,Cleaning - Unsanitary,Emergency Services,Monday,2023
20,2,131.0,Mechanical,Mechanical,Monday,2023
20,2,104.0,Operations - Operator,Operations - Operator,Monday,2023
20,2,104.0,Operations - Operator,Operations - Operator,Monday,2023
20,2,25.0,Mechanical,Mechanical,Monday,2023
20,2,53.0,Operations - Operator,Mechanical,Monday,2023
20,2,84.0,Mechanical,Mechanical,Monday,2023
20,2,34.0,Emergency Services,Mechanical,Monday,2023
20,2,929.0,Investigation,Mechanical,Monday,2023
20,2,53.0,Vision,Mechanical,Monday,2023
20,2,53.0,Security,Mechanical,Monday,2023
20,2,116.0,Operations - Operator,Mechanical,Monday,2023
20,2,106.0,Mechanical,Mechanical,Monday,2023
20,2,68.0,Mechanical,Mechanical,Monday,2023
20,2,169.0,Operations - Operator,Mechanical,Monday,2023
20,2,32.0,Mechanical,Mechanical,Monday,2023
20,2,905.0,Mechanical,Mechanical,Monday,2023
20,2,29.0,Mechanical,Operations - Operator,Monday,2023
20,2,14.0,Collision - TTC,Mechanical,Monday,2023
20,2,11.0,Emergency Services,Operations - Operator,Monday,2023
20,2,111.0,Mechanical,Operations - Operator,Monday,2023
20,2,7.0,Mechanical,Mechanical,Monday,2023
20,2,939.0,Collision - TTC,Mechanical,Monday,2023
20,2,52.0,Mechanical,Mechanical,Monday,2023
20,2,102.0,Utilized Off Route,Mechanical,Monday,2023
20,2,133.0,Mechanical,Mechanical,Monday,2023
20,2,85.0,Utilized Off Route,Mechanical,Monday,2023
20,2,905.0,Operations - Operator,Mechanical,Monday,2023
20,2,89.0,Mechanical,Mechanical,Monday,2023
20,2,69.0,Mechanical,Mechanical,Monday,2023
20,2,30.0,Operations - Operator,Mechanical,Monday,2023
20,2,985.0,Mechanical,Mechanical,Monday,2023
20,2,80.0,Diversion,Diversion,Monday,2023
20,2,72.0,Diversion,Diversion,Monday,2023
20,2,7.0,Utilized Off Route,Mechanical,Monday,2023
20,2,90.0,Utilized Off Route,Mechanical,Monday,2023
20,2,63.0,Utilized Off Route,Operations - Operator,Monday,2023
20,2,33.0,Mechanical,Mechanical,Monday,2023
20,2,76.0,Utilized Off Route,Mechanical,Monday,2023
20,2,41.0,Utilized Off Route,Mechanical,Monday,2023
20,2,165.0,Mechanical,Mechanical,Monday,2023
20,2,60.0,Utilized Off Route,Mechanical,Monday,2023
20,2,52.0,Mechanical,Mechanical,Monday,2023
20,2,40.0,Security,Mechanical,Monday,2023
20,2,116.0,Utilized Off Route,Mechanical,Monday,2023
20,2,98.0,Mechanical,Operations - Operator,Monday,2023
20,2,86.0,Utilized Off Route,Mechanical,Monday,2023
20,2,43.0,Utilized Off Route,Mechanical,Monday,2023
20,2,116.0,Utilized Off Route,Mechanical,Monday,2023
20,2,24.0,Utilized Off Route,Mechanical,Monday,2023
20,2,87.0,Utilized Off Route,Operations - Operator,Monday,2023
20,2,54.0,Emergency Services,Operations - Operator,Monday,2023
20,2,68.0,Utilized Off Route,Operations - Operator,Monday,2023
20,2,95.0,Mechanical,Mechanical,Monday,2023
20,2,52.0,Security,Mechanical,Monday,2023
20,2,939.0,Operations - Operator,Operations - Operator,Monday,2023
20,2,82.0,Security,Mechanical,Monday,2023
20,2,939.0,Operations - Operator,Mechanical,Monday,2023
20,2,16.0,Diversion,Mechanical,Monday,2023
20,2,9.0,Diversion,Mechanical,Monday,2023
20,2,87.0,Operations - Operator,Utilized Off Route,Monday,2023
20,2,124.0,Emergency Services,Operations - Operator,Monday,2023
20,2,34.0,Investigation,Mechanical,Monday,2023
20,2,7.0,Mechanical,Mechanical,Monday,2023
20,2,29.0,Mechanical,Mechanical,Monday,2023
20,2,108.0,General Delay,Mechanical,Monday,2023
20,2,116.0,Cleaning - Unsanitary,Mechanical,Monday,2023
20,2,95.0,Emergency Services,Mechanical,Monday,2023
20,2,94.0,Operations - Operator,Utilized Off Route,Monday,2023
20,2,21.0,Operations - Operator,Mechanical,Monday,2023
20,2,320.0,Utilized Off Route,Operations - Operator,Monday,2023
20,2,96.0,Mechanical,Mechanical,Monday,2023
20,2,600.0,Security,Emergency Services,Monday,2023
21,2,300.0,Security,Emergency Services,Tuesday,2023
21,2,341.0,Collision - TTC,Mechanical,Tuesday,2023
21,2,35.0,Operations - Operator,Mechanical,Tuesday,2023
21,2,23.0,Security,Mechanical,Tuesday,2023
21,2,300.0,Mechanical,Mechanical,Tuesday,2023
21,2,105.0,Operations - Operator,Mechanical,Tuesday,2023
21,2,105.0,Vision,Operations - Operator,Tuesday,2023
21,2,320.0,Emergency Services,Security,Tuesday,2023
21,2,59.0,Vision,Mechanical,Tuesday,2023
21,2,17.0,Operations - Operator,Operations - Operator,Tuesday,2023
21,2,165.0,Mechanical,Mechanical,Tuesday,2023
21,2,160.0,Operations - Operator,Mechanical,Tuesday,2023
21,2,63.0,Operations - Operator,Mechanical,Tuesday,2023
21,2,72.0,Operations - Operator,Mechanical,Tuesday,2023
21,2,960.0,Operations - Operator,Mechanical,Tuesday,2023
21,2,112.0,Diversion,Mechanical,Tuesday,2023
21,2,986.0,Mechanical,Mechanical,Tuesday,2023
21,2,34.0,Collision - TTC,Mechanical,Tuesday,2023
21,2,102.0,Mechanical,Mechanical,Tuesday,2023
21,2,72.0,Mechanical,Mechanical,Tuesday,2023
21,2,85.0,Cleaning - Unsanitary,Mechanical,Tuesday,2023
21,2,120.0,General Delay,Mechanical,Tuesday,2023
21,2,168.0,Collision - TTC,Mechanical,Tuesday,2023
21,2,59.0,Collision - TTC,Operations - Operator,Tuesday,2023
21,2,96.0,Mechanical,Mechanical,Tuesday,2023
21,2,36.0,Emergency Services,Mechanical,Tuesday,2023
21,2,13.0,Operations - Operator,Operations - Operator,Tuesday,2023
21,2,36.0,Diversion,Diversion,Tuesday,2023
21,2,36.0,Collision - TTC,Mechanical,Tuesday,2023
21,2,36.0,Operations - Operator,Mechanical,Tuesday,2023
21,2,109.0,Mechanical,Operations - Operator,Tuesday,2023
21,2,109.0,Mechanical,Mechanical,Tuesday,2023
21,2,555.0,Collision - TTC,Collision - TTC,Tuesday,2023
21,2,89.0,Mechanical,Mechanical,Tuesday,2023
21,2,935.0,Mechanical,Mechanical,Tuesday,2023
21,2,36.0,Mechanical,Mechanical,Tuesday,2023
21,2,36.0,Mechanical,Mechanical,Tuesday,2023
21,2,95.0,Mechanical,Mechanical,Tuesday,2023
21,2,37.0,General Delay,Mechanical,Tuesday,2023
21,2,63.0,Security,Operations - Operator,Tuesday,2023
21,2,41.0,Mechanical,Operations - Operator,Tuesday,2023
21,2,960.0,Mechanical,Operations - Operator,Tuesday,2023
21,2,54.0,Collision - TTC,Operations - Operator,Tuesday,2023
21,2,84.0,Mechanical,Mechanical,Tuesday,2023
21,2,29.0,Mechanical,Mechanical,Tuesday,2023
21,2,52.0,Security,Mechanical,Tuesday,2023
21,2,45.0,Mechanical,Mechanical,Tuesday,2023
21,2,32.0,Operations - Operator,Operations - Operator,Tuesday,2023
21,2,100.0,Security,Operations - Operator,Tuesday,2023
21,2,40.0,Investigation,Mechanical,Tuesday,2023
21,2,32.0,Mechanical,Mechanical,Tuesday,2023
21,2,160.0,Emergency Services,Mechanical,Tuesday,2023
21,2,37.0,Emergency Services,Mechanical,Tuesday,2023
21,2,35.0,Mechanical,Mechanical,Tuesday,2023
21,2,989.0,Collision - TTC,Mechanical,Tuesday,2023
21,2,32.0,Operations - Operator,Mechanical,Tuesday,2023
21,2,80.0,Operations - Operator,Operations - Operator,Tuesday,2023
21,2,116.0,Diversion,Diversion,Tuesday,2023
21,2,116.0,Mechanical,Mechanical,Tuesday,2023
21,2,7.0,Security,Collision - TTC,Tuesday,2023
21,2,71.0,Security,Mechanical,Tuesday,2023
21,2,17.0,Road Blocked - NON-TTC Collision,Mechanical,Tuesday,2023
21,2,63.0,Collision - TTC,Mechanical,Tuesday,2023
21,2,41.0,Operations - Operator,Mechanical,Tuesday,2023
21,2,100.0,Security,General Delay,Tuesday,2023
21,2,36.0,Collision - TTC,Mechanical,Tuesday,2023
21,2,925.0,Collision - TTC,Mechanical,Tuesday,2023
21,2,34.0,Diversion,Diversion,Tuesday,2023
21,2,135.0,Vision,Mechanical,Tuesday,2023
21,2,47.0,Operations - Operator,Operations - Operator,Tuesday,2023
21,2,21.0,Security,Mechanical,Tuesday,2023
21,2,31.0,Mechanical,Mechanical,Tuesday,2023
21,2,960.0,Mechanical,Mechanical,Tuesday,2023
21,2,36.0,Diversion,Diversion,Tuesday,2023
21,2,927.0,Diversion,Mechanical,Tuesday,2023
21,2,44.0,Emergency Services,Operations - Operator,Tuesday,2023
21,2,21.0,Security,Security,Tuesday,2023
21,2,116.0,Utilized Off Route,Mechanical,Tuesday,2023
21,2,21.0,Mechanical,Mechanical,Tuesday,2023
21,2,116.0,Operations - Operator,Mechanical,Tuesday,2023
22,2,334.0,Security,Operations - Operator,Wednesday,2023
22,2,24.0,Collision - TTC,Mechanical,Wednesday,2023
22,2,7.0,Operations - Operator,Mechanical,Wednesday,2023
22,2,32.0,Mechanical,Mechanical,Wednesday,2023
22,2,134.0,Mechanical,Mechanical,Wednesday,2023
22,2,17.0,Mechanical,Mechanical,Wednesday,2023
22,2,96.0,Mechanical,Mechanical,Wednesday,2023
22,2,165.0,Mechanical,Mechanical,Wednesday,2023
22,2,60.0,Operations - Operator,Mechanical,Wednesday,2023
22,2,89.0,Operations - Operator,Mechanical,Wednesday,2023
22,2,32.0,Mechanical,Mechanical,Wednesday,2023
22,2,29.0,Collision - TTC,Mechanical,Wednesday,2023
22,2,941.0,Operations - Operator,Mechanical,Wednesday,2023
22,2,41.0,Security,Mechanical,Wednesday,2023
22,2,944.0,Security,Mechanical,Wednesday,2023
22,2,41.0,Mechanical,Mechanical,Wednesday,2023
22,2,85.0,Investigation,Mechanical,Wednesday,2023
22,2,65.0,General Delay,Mechanical,Wednesday,2023
22,2,75.0,Mechanical,Mechanical,Wednesday,2023
22,2,905.0,Mechanical,Mechanical,Wednesday,2023
22,2,941.0,Operations - Operator,Mechanical,Wednesday,2023
22,2,99.0,Operations - Operator,Mechanical,Wednesday,2023
22,2,165.0,Collision - TTC,Mechanical,Wednesday,2023
22,2,996.0,Mechanical,Mechanical,Wednesday,2023
22,2,75.0,Mechanical,Mechanical,Wednesday,2023
22,2,47.0,Collision - TTC,General Delay,Wednesday,2023
22,2,82.0,Diversion,Diversion,Wednesday,2023
22,2,952.0,Mechanical,Mechanical,Wednesday,2023
22,2,929.0,Mechanical,Mechanical,Wednesday,2023
22,2,102.0,Operations - Operator,Mechanical,Wednesday,2023
22,2,41.0,Diversion,Diversion,Wednesday,2023
22,2,120.0,General Delay,Mechanical,Wednesday,2023
22,2,48.0,Security,Mechanical,Wednesday,2023
22,2,929.0,Mechanical,Mechanical,Wednesday,2023
22,2,110.0,Mechanical,Mechanical,Wednesday,2023
22,2,98.0,Road Blocked - NON-TTC Collision,Operations - Operator,Wednesday,2023
22,2,75.0,Mechanical,Mechanical,Wednesday,2023
22,2,73.0,Mechanical,Mechanical,Wednesday,2023
22,2,939.0,General Delay,Operations - Operator,Wednesday,2023
22,2,35.0,Mechanical,Mechanical,Wednesday,2023
22,2,52.0,Operations - Operator,Mechanical,Wednesday,2023
22,2,925.0,Diversion,Diversion,Wednesday,2023
22,2,939.0,Diversion,Diversion,Wednesday,2023
22,2,52.0,Diversion,Diversion,Wednesday,2023
22,2,134.0,Mechanical,Mechanical,Wednesday,2023
22,2,32.0,Collision - TTC,Mechanical,Wednesday,2023
22,2,21.0,Operations - Operator,Mechanical,Wednesday,2023
22,2,135.0,Mechanical,Operations - Operator,Wednesday,2023
22,2,935.0,Security,Mechanical,Wednesday,2023
22,2,116.0,Operations - Operator,Mechanical,Wednesday,2023
22,2,161.0,Collision - TTC,Mechanical,Wednesday,2023
22,2,37.0,Utilized Off Route,Mechanical,Wednesday,2023
22,2,996.0,Vision,Mechanical,Wednesday,2023
22,2,59.0,Mechanical,Investigation,Wednesday,2023
22,2,73.0,Mechanical,Operations - Operator,Wednesday,2023
22,2,9.0,Collision - TTC,Mechanical,Wednesday,2023
22,2,29.0,Collision - TTC,Mechanical,Wednesday,2023
22,2,929.0,Collision - TTC,Mechanical,Wednesday,2023
22,2,49.0,General Delay,Mechanical,Wednesday,2023
22,2,600.0,Collision - TTC,Operations - Operator,Wednesday,2023
22,2,989.0,Collision - TTC,Mechanical,Wednesday,2023
22,2,64.0,Collision - TTC,Mechanical,Wednesday,2023
22,2,60.0,Mechanical,Mechanical,Wednesday,2023
22,2,937.0,Mechanical,Mechanical,Wednesday,2023
22,2,21.0,Road Blocked - NON-TTC Collision,Mechanical,Wednesday,2023
22,2,86.0,Security,Mechanical,Wednesday,2023
22,2,34.0,Mechanical,Operations - Operator,Wednesday,2023
22,2,32.0,Mechanical,Mechanical,Wednesday,2023
22,2,902.0,Mechanical,Mechanical,Wednesday,2023
22,2,81.0,Collision - TTC,Mechanical,Wednesday,2023
22,2,102.0,Emergency Services,Mechanical,Wednesday,2023
22,2,63.0,Mechanical,Mechanical,Wednesday,2023
22,2,960.0,Mechanical,Mechanical,Wednesday,2023
22,2,54.0,Security,Security,Wednesday,2023
22,2,36.0,Mechanical,Mechanical,Wednesday,2023
22,2,162.0,Collision - TTC,Security,Wednesday,2023
22,2,960.0,Operations - Operator,Mechanical,Wednesday,2023
22,2,52.0,Mechanical,Mechanical,Wednesday,2023
22,2,97.0,General Delay,Operations - Operator,Wednesday,2023
22,2,97.0,General Delay,Diversion,Wednesday,2023
22,2,34.0,General Delay,Mechanical,Wednesday,2023
22,2,32.0,General Delay,Mechanical,Wednesday,2023
22,2,600.0,Mechanical,Mechanical,Wednesday,2023
22,2,29.0,General Delay,Mechanical,Wednesday,2023
22,2,77.0,General Delay,Collision - TTC,Wednesday,2023
22,2,924.0,Collision - TTC,Collision - TTC,Wednesday,2023
22,2,71.0,General Delay,Mechanical,Wednesday,2023
22,2,39.0,Emergency Services,Mechanical,Wednesday,2023
22,2,929.0,Mechanical,Mechanical,Wednesday,2023
22,2,52.0,Mechanical,Mechanical,Wednesday,2023
22,2,95.0,Diversion,Diversion,Wednesday,2023
22,2,53.0,Mechanical,Mechanical,Wednesday,2023
22,2,84.0,Diversion,Diversion,Wednesday,2023
22,2,52.0,Mechanical,Mechanical,Wednesday,2023
22,2,929.0,Operations - Operator,Mechanical,Wednesday,2023
22,2,95.0,General Delay,Mechanical,Wednesday,2023
22,2,89.0,Mechanical,Mechanical,Wednesday,2023
22,2,13.0,Diversion,Diversion,Wednesday,2023
22,2,95.0,Mechanical,Operations - Operator,Wednesday,2023
22,2,53.0,Collision - TTC,Mechanical,Wednesday,2023
22,2,9.0,General Delay,Mechanical,Wednesday,2023
22,2,95.0,Diversion,Diversion,Wednesday,2023
22,2,78.0,Diversion,Diversion,Wednesday,2023
22,2,939.0,General Delay,Mechanical,Wednesday,2023
22,2,25.0,General Delay,Mechanical,Wednesday,2023
22,2,71.0,General Delay,Mechanical,Wednesday,2023
22,2,32.0,General Delay,Mechanical,Wednesday,2023
22,2,29.0,Mechanical,Mechanical,Wednesday,2023
22,2,16.0,General Delay,Security,Wednesday,2023
22,2,924.0,Collision - TTC,Mechanical,Wednesday,2023
22,2,131.0,General Delay,Mechanical,Wednesday,2023
22,2,116.0,Collision - TTC,Mechanical,Wednesday,2023
22,2,91.0,General Delay,Mechanical,Wednesday,2023
22,2,91.0,General Delay,Mechanical,Wednesday,2023
22,2,63.0,Operations - Operator,Operations - Operator,Wednesday,2023
22,2,32.0,General Delay,Mechanical,Wednesday,2023
22,2,34.0,General Delay,Mechanical,Wednesday,2023
22,2,32.0,General Delay,Operations - Operator,Wednesday,2023
22,2,118.0,General Delay,Mechanical,Wednesday,2023
22,2,108.0,General Delay,Collision - TTC,Wednesday,2023
22,2,102.0,General Delay,Mechanical,Wednesday,2023
22,2,26.0,General Delay,Mechanical,Wednesday,2023
22,2,130.0,Operations - Operator,Mechanical,Wednesday,2023
22,2,32.0,General Delay,Mechanical,Wednesday,2023
22,2,131.0,Mechanical,Mechanical,Wednesday,2023
22,2,21.0,General Delay,Security,Wednesday,2023
22,2,122.0,Diversion,Diversion,Wednesday,2023
22,2,905.0,General Delay,Collision - TTC,Wednesday,2023
22,2,52.0,Collision - TTC,Mechanical,Wednesday,2023
22,2,41.0,Diversion,Mechanical,Wednesday,2023
22,2,129.0,Mechanical,Mechanical,Wednesday,2023
22,2,53.0,General Delay,Mechanical,Wednesday,2023
22,2,29.0,General Delay,Mechanical,Wednesday,2023
22,2,129.0,Collision - TTC,Mechanical,Wednesday,2023
22,2,14.0,General Delay,Mechanical,Wednesday,2023
22,2,86.0,General Delay,Mechanical,Wednesday,2023
22,2,32.0,General Delay,Mechanical,Wednesday,2023
22,2,105.0,Mechanical,Mechanical,Wednesday,2023
22,2,53.0,Mechanical,Mechanical,Wednesday,2023
22,2,53.0,General Delay,Mechanical,Wednesday,2023
22,2,98.0,General Delay,Mechanical,Wednesday,2023
22,2,89.0,Diversion,Diversion,Wednesday,2023
22,2,134.0,Collision - TTC,Diversion,Wednesday,2023
22,2,86.0,General Delay,Mechanical,Wednesday,2023
22,2,130.0,General Delay,Mechanical,Wednesday,2023
22,2,85.0,Collision - TTC,Security,Wednesday,2023
22,2,36.0,Collision - TTC,Mechanical,Wednesday,2023
22,2,24.0,General Delay,Mechanical,Wednesday,2023
22,2,102.0,General Delay,Security,Wednesday,2023
22,2,116.0,General Delay,Mechanical,Wednesday,2023
22,2,960.0,General Delay,Mechanical,Wednesday,2023
22,2,123.0,General Delay,Mechanical,Wednesday,2023
23,2,300.0,General Delay,Security,Thursday,2023
23,2,36.0,Collision - TTC,Mechanical,Thursday,2023
23,2,320.0,Utilized Off Route,Mechanical,Thursday,2023
23,2,83.0,General Delay,Mechanical,Thursday,2023
23,2,113.0,General Delay,Mechanical,Thursday,2023
23,2,85.0,Operations - Operator,Mechanical,Thursday,2023
23,2,20.0,Diversion,Operations - Operator,Thursday,2023
23,2,36.0,General Delay,Mechanical,Thursday,2023
23,2,169.0,General Delay,Mechanical,Thursday,2023
23,2,52.0,Mechanical,Mechanical,Thursday,2023
23,2,75.0,Collision - TTC,Operations - Operator,Thursday,2023
23,2,85.0,General Delay,Mechanical,Thursday,2023
23,2,57.0,General Delay,Mechanical,Thursday,2023
23,2,995.0,General Delay,Mechanical,Thursday,2023
23,2,32.0,General Delay,Mechanical,Thursday,2023
23,2,902.0,General Delay,Mechanical,Thursday,2023
23,2,70.0,General Delay,Mechanical,Thursday,2023
23,2,32.0,General Delay,Mechanical,Thursday,2023
23,2,929.0,Mechanical,Mechanical,Thursday,2023
23,2,36.0,General Delay,Mechanical,Thursday,2023
23,2,59.0,General Delay,Mechanical,Thursday,2023
23,2,161.0,General Delay,Mechanical,Thursday,2023
