Date,Month,Route,Actual,Predicted,Day,Year
9,6,902.0,Investigation,Mechanical,Friday,2023
9,6,937.0,Mechanical,Mechanical,Friday,2023
9,6,91.0,General Delay,Operations - Operator,Friday,2023
9,6,113.0,Mechanical,Operations - Operator,Friday,2023
9,6,985.0,Operations - Operator,Mechanical,Friday,2023
9,6,47.0,Collision - TTC,Operations - Operator,Friday,2023
9,6,57.0,Operations - Operator,Operations - Operator,Friday,2023
9,6,35.0,Operations - Operator,Operations - Operator,Friday,2023
9,6,102.0,Investigation,Operations - Operator,Friday,2023
9,6,32.0,Collision - TTC,Mechanical,Friday,2023
9,6,929.0,Mechanical,Mechanical,Friday,2023
9,6,84.0,Mechanical,Operations - Operator,Friday,2023
9,6,92.0,Diversion,Diversion,Friday,2023
9,6,73.0,Mechanical,Operations - Operator,Friday,2023
9,6,131.0,Operations - Operator,Mechanical,Friday,2023
9,6,927.0,Collision - TTC,Mechanical,Friday,2023
9,6,929.0,Operations - Operator,Mechanical,Friday,2023
9,6,11.0,Mechanical,Operations - Operator,Friday,2023
9,6,37.0,Collision - TTC,Mechanical,Friday,2023
9,6,941.0,Mechanical,Mechanical,Friday,2023
9,6,63.0,Operations - Operator,Operations - Operator,Friday,2023
9,6,35.0,Operations - Operator,Mechanical,Friday,2023
9,6,68.0,Collision - TTC,Mechanical,Friday,2023
9,6,968.0,Diversion,Diversion,Friday,2023
9,6,36.0,Investigation,Operations - Operator,Friday,2023
9,6,51.0,Security,Mechanical,Friday,2023
9,6,968.0,Collision - TTC,Mechanical,Friday,2023
9,6,43.0,Security,Operations - Operator,Friday,2023
9,6,7.0,Mechanical,Operations - Operator,Friday,2023
9,6,54.0,Cleaning - Unsanitary,Operations - Operator,Friday,2023
9,6,110.0,Mechanical,Mechanical,Friday,2023
9,6,36.0,Collision - TTC,Operations - Operator,Friday,2023
9,6,25.0,Operations - Operator,Operations - Operator,Friday,2023
9,6,36.0,Mechanical,Operations - Operator,Friday,2023
9,6,123.0,Mechanical,Mechanical,Friday,2023
9,6,68.0,Cleaning - Unsanitary,Mechanical,Friday,2023
9,6,20.0,Mechanical,Operations - Operator,Friday,2023
9,6,36.0,Diversion,Diversion,Friday,2023
9,6,96.0,Emergency Services,General Delay,Friday,2023
9,6,24.0,Collision - TTC,Operations - Operator,Friday,2023
9,6,81.0,Cleaning - Unsanitary,Operations - Operator,Friday,2023
9,6,60.0,Cleaning - Unsanitary,Mechanical,Friday,2023
9,6,11.0,General Delay,Mechanical,Friday,2023
9,6,939.0,Emergency Services,Mechanical,Friday,2023
9,6,131.0,Security,Security,Friday,2023
10,6,320.0,Utilized Off Route,Operations - Operator,Saturday,2023
10,6,36.0,Operations - Operator,Operations - Operator,Saturday,2023
10,6,96.0,Vision,Operations - Operator,Saturday,2023
10,6,329.0,Mechanical,Security,Saturday,2023
10,6,161.0,Operations - Operator,Mechanical,Saturday,2023
10,6,47.0,Operations - Operator,Emergency Services,Saturday,2023
10,6,133.0,Mechanical,Mechanical,Saturday,2023
10,6,133.0,Mechanical,Mechanical,Saturday,2023
10,6,41.0,Mechanical,Operations - Operator,Saturday,2023
10,6,132.0,Mechanical,Operations - Operator,Saturday,2023
10,6,102.0,Mechanical,Mechanical,Saturday,2023
10,6,85.0,Mechanical,Mechanical,Saturday,2023
10,6,929.0,Operations - Operator,Mechanical,Saturday,2023
10,6,960.0,Emergency Services,Mechanical,Saturday,2023
10,6,32.0,Operations - Operator,Mechanical,Saturday,2023
10,6,64.0,Cleaning - Unsanitary,Operations - Operator,Saturday,2023
10,6,165.0,Mechanical,Mechanical,Saturday,2023
10,6,97.0,Mechanical,Operations - Operator,Saturday,2023
10,6,116.0,Mechanical,Mechanical,Saturday,2023
10,6,32.0,Mechanical,Mechanical,Saturday,2023
10,6,64.0,Operations - Operator,Operations - Operator,Saturday,2023
10,6,113.0,Operations - Operator,Operations - Operator,Saturday,2023
10,6,45.0,Operations - Operator,Operations - Operator,Saturday,2023
10,6,109.0,Operations - Operator,Operations - Operator,Saturday,2023
10,6,81.0,Operations - Operator,Operations - Operator,Saturday,2023
10,6,81.0,Operations - Operator,Operations - Operator,Saturday,2023
10,6,35.0,Operations - Operator,Operations - Operator,Saturday,2023
10,6,86.0,Mechanical,Mechanical,Saturday,2023
10,6,29.0,Security,Emergency Services,Saturday,2023
10,6,86.0,Mechanical,Operations - Operator,Saturday,2023
10,6,36.0,Mechanical,Operations - Operator,Saturday,2023
10,6,134.0,Mechanical,Operations - Operator,Saturday,2023
10,6,7.0,Diversion,Diversion,Saturday,2023
10,6,95.0,Collision - TTC,Operations - Operator,Saturday,2023
10,6,129.0,Cleaning - Unsanitary,Operations - Operator,Saturday,2023
10,6,41.0,Mechanical,Mechanical,Saturday,2023
10,6,7.0,Mechanical,Mechanical,Saturday,2023
10,6,165.0,Mechanical,Operations - Operator,Saturday,2023
10,6,32.0,Operations - Operator,Operations - Operator,Saturday,2023
10,6,9.0,Mechanical,Operations - Operator,Saturday,2023
10,6,106.0,Mechanical,Mechanical,Saturday,2023
10,6,55.0,Security,Operations - Operator,Saturday,2023
10,6,123.0,Operations - Operator,Operations - Operator,Saturday,2023
10,6,39.0,Mechanical,Operations - Operator,Saturday,2023
10,6,95.0,Investigation,Operations - Operator,Saturday,2023
10,6,36.0,Mechanical,Operations - Operator,Saturday,2023
10,6,39.0,Emergency Services,Operations - Operator,Saturday,2023
10,6,85.0,Mechanical,Operations - Operator,Saturday,2023
10,6,96.0,Mechanical,Operations - Operator,Saturday,2023
10,6,105.0,Operations - Operator,Operations - Operator,Saturday,2023
10,6,7.0,Emergency Services,Mechanical,Saturday,2023
10,6,89.0,Cleaning - Unsanitary,Operations - Operator,Saturday,2023
10,6,7.0,Mechanical,Operations - Operator,Saturday,2023
10,6,68.0,Operations - Operator,Operations - Operator,Saturday,2023
10,6,73.0,Mechanical,Operations - Operator,Saturday,2023
10,6,85.0,Cleaning - Unsanitary,Operations - Operator,Saturday,2023
10,6,13.0,Emergency Services,Operations - Operator,Saturday,2023
10,6,104.0,Mechanical,Operations - Operator,Saturday,2023
10,6,7.0,Mechanical,Mechanical,Saturday,2023
10,6,100.0,Emergency Services,Operations - Operator,Saturday,2023
10,6,42.0,Mechanical,Operations - Operator,Saturday,2023
10,6,79.0,Mechanical,Operations - Operator,Saturday,2023
10,6,54.0,Operations - Operator,Operations - Operator,Saturday,2023
10,6,86.0,Mechanical,Mechanical,Saturday,2023
10,6,32.0,Mechanical,Operations - Operator,Saturday,2023
10,6,38.0,General Delay,Collision - TTC,Saturday,2023
10,6,71.0,Mechanical,Operations - Operator,Saturday,2023
10,6,7.0,Diversion,Diversion,Saturday,2023
10,6,68.0,Mechanical,Operations - Operator,Saturday,2023
10,6,41.0,Mechanical,Mechanical,Saturday,2023
10,6,39.0,Mechanical,Operations - Operator,Saturday,2023
10,6,165.0,Emergency Services,Mechanical,Saturday,2023
10,6,36.0,Mechanical,Operations - Operator,Saturday,2023
10,6,165.0,Security,Operations - Operator,Saturday,2023
10,6,600.0,Mechanical,Mechanical,Saturday,2023
10,6,85.0,General Delay,Mechanical,Saturday,2023
10,6,63.0,Mechanical,Operations - Operator,Saturday,2023
10,6,41.0,Operations - Operator,Mechanical,Saturday,2023
10,6,25.0,Cleaning - Unsanitary,Operations - Operator,Saturday,2023
10,6,161.0,Operations - Operator,Operations - Operator,Saturday,2023
10,6,94.0,Collision - TTC,Operations - Operator,Saturday,2023
10,6,929.0,Security,Mechanical,Saturday,2023
10,6,34.0,Mechanical,Operations - Operator,Saturday,2023
10,6,17.0,Operations - Operator,Operations - Operator,Saturday,2023
10,6,130.0,Collision - TTC,Operations - Operator,Saturday,2023
10,6,52.0,Operations - Operator,Mechanical,Saturday,2023
10,6,960.0,Mechanical,Operations - Operator,Saturday,2023
10,6,45.0,Operations - Operator,Mechanical,Saturday,2023
10,6,89.0,Diversion,Diversion,Saturday,2023
10,6,12.0,Operations - Operator,Operations - Operator,Saturday,2023
10,6,29.0,Operations - Operator,Operations - Operator,Saturday,2023
10,6,52.0,Collision - TTC,Mechanical,Saturday,2023
10,6,22.0,Operations - Operator,Operations - Operator,Saturday,2023
10,6,108.0,Collision - TTC,Operations - Operator,Saturday,2023
10,6,12.0,Diversion,Diversion,Saturday,2023
10,6,36.0,Mechanical,Operations - Operator,Saturday,2023
10,6,929.0,Investigation,Mechanical,Saturday,2023
10,6,32.0,Operations - Operator,Mechanical,Saturday,2023
10,6,63.0,Collision - TTC,Operations - Operator,Saturday,2023
10,6,161.0,Cleaning - Unsanitary,Operations - Operator,Saturday,2023
10,6,161.0,Cleaning - Unsanitary,Operations - Operator,Saturday,2023
10,6,109.0,Diversion,Diversion,Saturday,2023
10,6,63.0,Investigation,Operations - Operator,Saturday,2023
10,6,134.0,Diversion,Operations - Operator,Saturday,2023
10,6,43.0,Investigation,Mechanical,Saturday,2023
10,6,86.0,Cleaning - Unsanitary,Operations - Operator,Saturday,2023
10,6,54.0,Emergency Services,Mechanical,Saturday,2023
10,6,35.0,Mechanical,Mechanical,Saturday,2023
10,6,102.0,Operations - Operator,Operations - Operator,Saturday,2023
10,6,39.0,Operations - Operator,Diversion,Saturday,2023
10,6,32.0,Operations - Operator,Operations - Operator,Saturday,2023
10,6,29.0,Operations - Operator,Mechanical,Saturday,2023
10,6,100.0,Operations - Operator,Operations - Operator,Saturday,2023
10,6,37.0,Mechanical,Security,Saturday,2023
10,6,84.0,Mechanical,Operations - Operator,Saturday,2023
10,6,45.0,Security,Mechanical,Saturday,2023
10,6,94.0,Operations - Operator,Operations - Operator,Saturday,2023
10,6,45.0,Mechanical,Mechanical,Saturday,2023
10,6,80.0,Operations - Operator,Operations - Operator,Saturday,2023
10,6,54.0,General Delay,Operations - Operator,Saturday,2023
10,6,32.0,Operations - Operator,Operations - Operator,Saturday,2023
10,6,165.0,Operations - Operator,Operations - Operator,Saturday,2023
10,6,94.0,Diversion,Operations - Operator,Saturday,2023
10,6,32.0,Security,Emergency Services,Saturday,2023
10,6,100.0,Operations - Operator,Operations - Operator,Saturday,2023
11,6,63.0,Mechanical,Mechanical,Sunday,2023
11,6,116.0,Security,Security,Sunday,2023
11,6,84.0,Mechanical,Mechanical,Sunday,2023
11,6,300.0,Mechanical,Mechanical,Sunday,2023
11,6,960.0,Operations - Operator,Mechanical,Sunday,2023
11,6,337.0,Diversion,Mechanical,Sunday,2023
11,6,37.0,Diversion,Diversion,Sunday,2023
11,6,23.0,Operations - Operator,Mechanical,Sunday,2023
11,6,127.0,Operations - Operator,Operations - Operator,Sunday,2023
11,6,200.0,Vision,Mechanical,Sunday,2023
11,6,80.0,General Delay,Mechanical,Sunday,2023
11,6,72.0,Mechanical,Mechanical,Sunday,2023
11,6,116.0,Diversion,Diversion,Sunday,2023
11,6,13.0,Diversion,Diversion,Sunday,2023
11,6,905.0,Diversion,Mechanical,Sunday,2023
11,6,86.0,Diversion,Mechanical,Sunday,2023
11,6,29.0,Mechanical,Mechanical,Sunday,2023
11,6,19.0,Diversion,Diversion,Sunday,2023
11,6,92.0,Mechanical,Mechanical,Sunday,2023
11,6,102.0,Investigation,Collision - TTC,Sunday,2023
11,6,929.0,Investigation,Collision - TTC,Sunday,2023
11,6,165.0,Mechanical,Mechanical,Sunday,2023
11,6,36.0,Mechanical,Mechanical,Sunday,2023
11,6,53.0,Mechanical,Mechanical,Sunday,2023
11,6,939.0,Mechanical,Mechanical,Sunday,2023
11,6,96.0,Emergency Services,Mechanical,Sunday,2023
11,6,29.0,Operations - Operator,Mechanical,Sunday,2023
11,6,29.0,Operations - Operator,Mechanical,Sunday,2023
11,6,85.0,Mechanical,Operations - Operator,Sunday,2023
11,6,34.0,Collision - TTC,Operations - Operator,Sunday,2023
11,6,52.0,Security,Mechanical,Sunday,2023
11,6,935.0,Mechanical,Operations - Operator,Sunday,2023
11,6,102.0,Mechanical,Operations - Operator,Sunday,2023
11,6,35.0,Mechanical,Mechanical,Sunday,2023
11,6,935.0,Mechanical,Operations - Operator,Sunday,2023
11,6,68.0,Mechanical,Mechanical,Sunday,2023
11,6,95.0,Cleaning - Unsanitary,Operations - Operator,Sunday,2023
11,6,29.0,Collision - TTC,Mechanical,Sunday,2023
11,6,29.0,Emergency Services,Mechanical,Sunday,2023
11,6,43.0,Security,Mechanical,Sunday,2023
11,6,84.0,General Delay,Mechanical,Sunday,2023
11,6,32.0,Operations - Operator,Mechanical,Sunday,2023
11,6,45.0,Operations - Operator,Mechanical,Sunday,2023
11,6,67.0,Operations - Operator,Operations - Operator,Sunday,2023
11,6,36.0,Collision - TTC,Mechanical,Sunday,2023
11,6,105.0,Mechanical,Operations - Operator,Sunday,2023
11,6,52.0,Investigation,General Delay,Sunday,2023
11,6,113.0,Cleaning - Unsanitary,Operations - Operator,Sunday,2023
11,6,14.0,Operations - Operator,Mechanical,Sunday,2023
11,6,84.0,Investigation,Mechanical,Sunday,2023
11,6,95.0,Investigation,Operations - Operator,Sunday,2023
11,6,59.0,Mechanical,Diversion,Sunday,2023
11,6,88.0,General Delay,Operations - Operator,Sunday,2023
11,6,88.0,Operations - Operator,Operations - Operator,Sunday,2023
11,6,41.0,Diversion,Diversion,Sunday,2023
11,6,32.0,Operations - Operator,Mechanical,Sunday,2023
11,6,97.0,General Delay,Diversion,Sunday,2023
11,6,29.0,Diversion,Diversion,Sunday,2023
11,6,53.0,Operations - Operator,Mechanical,Sunday,2023
11,6,64.0,Cleaning - Unsanitary,Operations - Operator,Sunday,2023
11,6,35.0,Operations - Operator,Mechanical,Sunday,2023
11,6,95.0,Mechanical,Operations - Operator,Sunday,2023
11,6,989.0,Security,Mechanical,Sunday,2023
11,6,935.0,Investigation,Collision - TTC,Sunday,2023
11,6,7.0,Mechanical,Operations - Operator,Sunday,2023
11,6,97.0,Operations - Operator,Diversion,Sunday,2023
11,6,63.0,Diversion,Diversion,Sunday,2023
11,6,20.0,Cleaning - Unsanitary,Security,Sunday,2023
11,6,22.0,Diversion,Mechanical,Sunday,2023
11,6,29.0,Mechanical,Mechanical,Sunday,2023
11,6,165.0,Mechanical,Mechanical,Sunday,2023
11,6,165.0,Operations - Operator,Operations - Operator,Sunday,2023
11,6,29.0,Emergency Services,Operations - Operator,Sunday,2023
11,6,985.0,Mechanical,Operations - Operator,Sunday,2023
11,6,29.0,Mechanical,Operations - Operator,Sunday,2023
11,6,29.0,Mechanical,Emergency Services,Sunday,2023
11,6,84.0,Operations - Operator,Mechanical,Sunday,2023
11,6,75.0,Investigation,Operations - Operator,Sunday,2023
11,6,32.0,Mechanical,Operations - Operator,Sunday,2023
11,6,600.0,Emergency Services,Collision - TTC,Sunday,2023
11,6,39.0,Operations - Operator,Operations - Operator,Sunday,2023
11,6,35.0,Cleaning - Unsanitary,Mechanical,Sunday,2023
11,6,96.0,Security,Diversion,Sunday,2023
11,6,47.0,Mechanical,Mechanical,Sunday,2023
11,6,165.0,Collision - TTC,Mechanical,Sunday,2023
11,6,36.0,Mechanical,Mechanical,Sunday,2023
11,6,118.0,Diversion,Mechanical,Sunday,2023
11,6,96.0,Diversion,Mechanical,Sunday,2023
11,6,165.0,Diversion,Diversion,Sunday,2023
11,6,24.0,Security,Mechanical,Sunday,2023
11,6,36.0,Mechanical,Mechanical,Sunday,2023
11,6,100.0,Emergency Services,Mechanical,Sunday,2023
11,6,97.0,Mechanical,Mechanical,Sunday,2023
11,6,122.0,Operations - Operator,Security,Sunday,2023
11,6,32.0,Operations - Operator,Mechanical,Sunday,2023
11,6,32.0,Operations - Operator,Mechanical,Sunday,2023
11,6,85.0,Mechanical,Mechanical,Sunday,2023
11,6,36.0,Operations - Operator,Operations - Operator,Sunday,2023
11,6,960.0,Mechanical,Mechanical,Sunday,2023
12,6,320.0,Security,Operations - Operator,Monday,2023
12,6,300.0,Investigation,Operations - Operator,Monday,2023
12,6,53.0,Security,Security,Monday,2023
12,6,307.0,Collision - TTC,Emergency Services,Monday,2023
12,6,300.0,Emergency Services,Security,Monday,2023
12,6,60.0,Mechanical,Operations - Operator,Monday,2023
12,6,320.0,Mechanical,Operations - Operator,Monday,2023
12,6,35.0,Investigation,Emergency Services,Monday,2023
12,6,107.0,General Delay,Operations - Operator,Monday,2023
12,6,97.0,General Delay,Diversion,Monday,2023
12,6,32.0,Mechanical,Mechanical,Monday,2023
12,6,320.0,Mechanical,Mechanical,Monday,2023
12,6,108.0,Mechanical,Operations - Operator,Monday,2023
12,6,43.0,Mechanical,Mechanical,Monday,2023
12,6,10.0,Mechanical,Mechanical,Monday,2023
12,6,21.0,Mechanical,Mechanical,Monday,2023
12,6,12.0,Operations - Operator,Mechanical,Monday,2023
12,6,952.0,Mechanical,Mechanical,Monday,2023
12,6,121.0,Mechanical,Mechanical,Monday,2023
12,6,12.0,Operations - Operator,Mechanical,Monday,2023
12,6,952.0,Mechanical,Mechanical,Monday,2023
12,6,25.0,Mechanical,Mechanical,Monday,2023
12,6,36.0,Mechanical,Mechanical,Monday,2023
12,6,91.0,Mechanical,Operations - Operator,Monday,2023
12,6,52.0,Mechanical,Mechanical,Monday,2023
12,6,902.0,Mechanical,Mechanical,Monday,2023
12,6,29.0,Mechanical,Mechanical,Monday,2023
12,6,37.0,Collision - TTC,Mechanical,Monday,2023
12,6,102.0,Mechanical,Mechanical,Monday,2023
12,6,119.0,Vision,Mechanical,Monday,2023
12,6,94.0,Mechanical,Mechanical,Monday,2023
12,6,22.0,Collision - TTC,Mechanical,Monday,2023
12,6,937.0,Mechanical,Mechanical,Monday,2023
12,6,132.0,Mechanical,Mechanical,Monday,2023
12,6,935.0,Mechanical,Mechanical,Monday,2023
12,6,46.0,Mechanical,Mechanical,Monday,2023
12,6,46.0,Mechanical,Mechanical,Monday,2023
12,6,939.0,Mechanical,Mechanical,Monday,2023
12,6,945.0,Diversion,Diversion,Monday,2023
12,6,44.0,Mechanical,Mechanical,Monday,2023
12,6,51.0,Diversion,Diversion,Monday,2023
12,6,46.0,Diversion,Diversion,Monday,2023
12,6,45.0,Diversion,Diversion,Monday,2023
12,6,45.0,Mechanical,Mechanical,Monday,2023
12,6,47.0,Collision - TTC,Mechanical,Monday,2023
12,6,118.0,Diversion,Diversion,Monday,2023
12,6,73.0,Diversion,Diversion,Monday,2023
12,6,112.0,Mechanical,Operations - Operator,Monday,2023
12,6,96.0,Collision - TTC,Mechanical,Monday,2023
12,6,123.0,Mechanical,Operations - Operator,Monday,2023
12,6,44.0,Mechanical,Mechanical,Monday,2023
12,6,19.0,Operations - Operator,Operations - Operator,Monday,2023
12,6,32.0,Mechanical,Mechanical,Monday,2023
12,6,19.0,Mechanical,Operations - Operator,Monday,2023
12,6,95.0,Mechanical,Mechanical,Monday,2023
12,6,95.0,Mechanical,Mechanical,Monday,2023
12,6,38.0,General Delay,Mechanical,Monday,2023
12,6,84.0,Mechanical,Mechanical,Monday,2023
12,6,929.0,Mechanical,Mechanical,Monday,2023
12,6,133.0,Mechanical,Mechanical,Monday,2023
12,6,43.0,Diversion,Mechanical,Monday,2023
12,6,43.0,Mechanical,Mechanical,Monday,2023
12,6,32.0,Mechanical,Mechanical,Monday,2023
12,6,86.0,Security,Mechanical,Monday,2023
12,6,102.0,Emergency Services,Mechanical,Monday,2023
12,6,131.0,Mechanical,Mechanical,Monday,2023
12,6,54.0,Security,Operations - Operator,Monday,2023
12,6,127.0,Mechanical,Operations - Operator,Monday,2023
12,6,64.0,Cleaning - Unsanitary,Mechanical,Monday,2023
12,6,32.0,Mechanical,Mechanical,Monday,2023
12,6,32.0,Mechanical,Utilized Off Route,Monday,2023
12,6,960.0,Diversion,Diversion,Monday,2023
12,6,111.0,Mechanical,Operations - Operator,Monday,2023
12,6,7.0,Mechanical,Mechanical,Monday,2023
12,6,985.0,Mechanical,Mechanical,Monday,2023
12,6,37.0,Mechanical,Mechanical,Monday,2023
12,6,55.0,Diversion,Diversion,Monday,2023
12,6,40.0,Diversion,Diversion,Monday,2023
12,6,26.0,Diversion,Diversion,Monday,2023
12,6,36.0,Mechanical,Mechanical,Monday,2023
12,6,52.0,Mechanical,Mechanical,Monday,2023
12,6,37.0,Mechanical,Operations - Operator,Monday,2023
12,6,52.0,Emergency Services,Mechanical,Monday,2023
12,6,108.0,General Delay,Operations - Operator,Monday,2023
12,6,134.0,Mechanical,Mechanical,Monday,2023
12,6,131.0,Mechanical,Mechanical,Monday,2023
12,6,134.0,Mechanical,Mechanical,Monday,2023
12,6,75.0,Mechanical,Mechanical,Monday,2023
12,6,102.0,Mechanical,Mechanical,Monday,2023
12,6,97.0,Operations - Operator,Diversion,Monday,2023
12,6,944.0,Mechanical,Mechanical,Monday,2023
12,6,52.0,Mechanical,Mechanical,Monday,2023
12,6,116.0,Mechanical,Operations - Operator,Monday,2023
12,6,952.0,Mechanical,Mechanical,Monday,2023
12,6,75.0,Mechanical,Mechanical,Monday,2023
12,6,984.0,Mechanical,Mechanical,Monday,2023
12,6,953.0,Mechanical,Mechanical,Monday,2023
12,6,41.0,Mechanical,Mechanical,Monday,2023
12,6,25.0,Mechanical,Operations - Operator,Monday,2023
12,6,109.0,Collision - TTC,Operations - Operator,Monday,2023
12,6,78.0,Mechanical,Operations - Operator,Monday,2023
12,6,35.0,Collision - TTC,Mechanical,Monday,2023
12,6,32.0,Mechanical,Mechanical,Monday,2023
12,6,51.0,Mechanical,Operations - Operator,Monday,2023
12,6,29.0,Collision - TTC,Mechanical,Monday,2023
12,6,935.0,Mechanical,Mechanical,Monday,2023
12,6,95.0,Mechanical,Mechanical,Monday,2023
12,6,21.0,Mechanical,Operations - Operator,Monday,2023
12,6,28.0,Diversion,Diversion,Monday,2023
12,6,73.0,Mechanical,Operations - Operator,Monday,2023
12,6,72.0,Collision - TTC,Mechanical,Monday,2023
12,6,85.0,Mechanical,Operations - Operator,Monday,2023
12,6,60.0,Mechanical,Operations - Operator,Monday,2023
12,6,960.0,Utilized Off Route,Mechanical,Monday,2023
12,6,929.0,Mechanical,Mechanical,Monday,2023
12,6,134.0,Mechanical,Mechanical,Monday,2023
12,6,12.0,Mechanical,Operations - Operator,Monday,2023
12,6,94.0,Mechanical,Operations - Operator,Monday,2023
12,6,52.0,Mechanical,Operations - Operator,Monday,2023
12,6,71.0,Mechanical,Mechanical,Monday,2023
12,6,70.0,Operations - Operator,Operations - Operator,Monday,2023
12,6,110.0,Operations - Operator,Mechanical,Monday,2023
12,6,996.0,Cleaning - Unsanitary,Mechanical,Monday,2023
12,6,63.0,Mechanical,Mechanical,Monday,2023
12,6,94.0,Mechanical,Operations - Operator,Monday,2023
12,6,68.0,Mechanical,Mechanical,Monday,2023
12,6,900.0,Emergency Services,Mechanical,Monday,2023
12,6,37.0,Collision - TTC,Mechanical,Monday,2023
12,6,35.0,Utilized Off Route,Mechanical,Monday,2023
12,6,96.0,Emergency Services,Mechanical,Monday,2023
12,6,41.0,Operations - Operator,Mechanical,Monday,2023
12,6,65.0,Security,Mechanical,Monday,2023
12,6,63.0,Diversion,Operations - Operator,Monday,2023
12,6,85.0,Emergency Services,Emergency Services,Monday,2023
12,6,63.0,Operations - Operator,Mechanical,Monday,2023
12,6,53.0,Mechanical,Mechanical,Monday,2023
12,6,75.0,Mechanical,Mechanical,Monday,2023
12,6,75.0,Mechanical,Operations - Operator,Monday,2023
12,6,130.0,Operations - Operator,Mechanical,Monday,2023
12,6,13.0,Operations - Operator,Operations - Operator,Monday,2023
12,6,116.0,Mechanical,Mechanical,Monday,2023
12,6,960.0,Operations - Operator,Mechanical,Monday,2023
12,6,96.0,Security,Mechanical,Monday,2023
12,6,22.0,Diversion,Operations - Operator,Monday,2023
12,6,34.0,Mechanical,Mechanical,Monday,2023
12,6,165.0,Emergency Services,Operations - Operator,Monday,2023
12,6,116.0,Mechanical,Mechanical,Monday,2023
12,6,36.0,Diversion,Diversion,Monday,2023
12,6,81.0,Security,Operations - Operator,Monday,2023
12,6,45.0,Mechanical,Mechanical,Monday,2023
12,6,75.0,General Delay,Mechanical,Monday,2023
12,6,960.0,Utilized Off Route,Mechanical,Monday,2023
12,6,131.0,Mechanical,Mechanical,Monday,2023
12,6,96.0,Operations - Operator,Mechanical,Monday,2023
12,6,927.0,Mechanical,Mechanical,Monday,2023
12,6,96.0,Mechanical,Mechanical,Monday,2023
12,6,36.0,Security,Mechanical,Monday,2023
13,6,336.0,Cleaning - Unsanitary,Operations - Operator,Tuesday,2023
13,6,36.0,Security,Mechanical,Tuesday,2023
13,6,36.0,Mechanical,Mechanical,Tuesday,2023
13,6,320.0,Security,Security,Tuesday,2023
13,6,84.0,Mechanical,Mechanical,Tuesday,2023
13,6,7.0,Mechanical,Mechanical,Tuesday,2023
13,6,29.0,Mechanical,Mechanical,Tuesday,2023
13,6,25.0,Mechanical,Mechanical,Tuesday,2023
13,6,97.0,General Delay,Operations - Operator,Tuesday,2023
13,6,48.0,Mechanical,Mechanical,Tuesday,2023
13,6,39.0,Mechanical,Mechanical,Tuesday,2023
13,6,29.0,Mechanical,Mechanical,Tuesday,2023
13,6,45.0,Mechanical,Operations - Operator,Tuesday,2023
13,6,102.0,Operations - Operator,Mechanical,Tuesday,2023
13,6,46.0,Mechanical,Mechanical,Tuesday,2023
13,6,960.0,Mechanical,Mechanical,Tuesday,2023
13,6,952.0,Operations - Operator,Mechanical,Tuesday,2023
13,6,36.0,Mechanical,Mechanical,Tuesday,2023
13,6,108.0,Emergency Services,Mechanical,Tuesday,2023
13,6,953.0,Mechanical,Mechanical,Tuesday,2023
13,6,935.0,Mechanical,Mechanical,Tuesday,2023
13,6,21.0,Mechanical,Mechanical,Tuesday,2023
13,6,29.0,Mechanical,Mechanical,Tuesday,2023
13,6,53.0,Mechanical,Mechanical,Tuesday,2023
13,6,36.0,Operations - Operator,Mechanical,Tuesday,2023
13,6,996.0,Mechanical,Mechanical,Tuesday,2023
13,6,53.0,Mechanical,Mechanical,Tuesday,2023
13,6,53.0,Mechanical,Mechanical,Tuesday,2023
13,6,47.0,General Delay,Operations - Operator,Tuesday,2023
13,6,168.0,Cleaning - Unsanitary,Mechanical,Tuesday,2023
13,6,935.0,Mechanical,Mechanical,Tuesday,2023
13,6,34.0,Collision - TTC,Operations - Operator,Tuesday,2023
13,6,937.0,Mechanical,Mechanical,Tuesday,2023
13,6,55.0,Mechanical,Mechanical,Tuesday,2023
13,6,900.0,Operations - Operator,Mechanical,Tuesday,2023
13,6,98.0,Diversion,Diversion,Tuesday,2023
13,6,36.0,Operations - Operator,Mechanical,Tuesday,2023
13,6,937.0,Investigation,Collision - TTC,Tuesday,2023
13,6,95.0,Mechanical,Mechanical,Tuesday,2023
13,6,899.0,Collision - TTC,Collision - TTC,Tuesday,2023
13,6,36.0,Mechanical,Mechanical,Tuesday,2023
13,6,42.0,Investigation,Operations - Operator,Tuesday,2023
13,6,29.0,Mechanical,Mechanical,Tuesday,2023
13,6,31.0,Emergency Services,Operations - Operator,Tuesday,2023
13,6,29.0,Operations - Operator,Mechanical,Tuesday,2023
13,6,133.0,Mechanical,Mechanical,Tuesday,2023
13,6,57.0,Mechanical,Mechanical,Tuesday,2023
13,6,939.0,Vision,Mechanical,Tuesday,2023
13,6,52.0,Mechanical,Mechanical,Tuesday,2023
13,6,939.0,Operations - Operator,Mechanical,Tuesday,2023
13,6,25.0,Operations - Operator,Operations - Operator,Tuesday,2023
13,6,96.0,Mechanical,Mechanical,Tuesday,2023
13,6,47.0,Operations - Operator,Operations - Operator,Tuesday,2023
13,6,22.0,Emergency Services,Operations - Operator,Tuesday,2023
13,6,29.0,Operations - Operator,Mechanical,Tuesday,2023
13,6,995.0,Mechanical,Mechanical,Tuesday,2023
13,6,29.0,Mechanical,Mechanical,Tuesday,2023
13,6,85.0,Emergency Services,Mechanical,Tuesday,2023
